h5_num	sample_id	treatment	shortname	cell_type	category	n_cells	total_umis	malat1_umis	subtype_fct	malat1_rpm	total_umis_pseudocount	fit_resid	color	x	y	point_estimate	model
3	2501_putamen	Malat1 ASO	malat1aso	fast-spiking IN	neuron	285	5930469	742269	fast-spiking IN	125161.93913162686	5930469	0.5732620253536065	#FF00FF	2	12	1.0911792826056983	putamen-Malat1ASO
3	2501_putamen	Malat1 ASO	malat1aso	microglia	glia	360	1056637	49989	microglia	47309.53014138252	1056637	0.6541388280982651	#FF00FF	5	9	0.8186817384535828	putamen-Malat1ASO
3	2501_putamen	Malat1 ASO	malat1aso	oligodendrocyte	glia	2560	11304575	1172927	oligodendrocyte	103756.84180962131	11304575	0.1683663174514648	#FF00FF	8	6	0.8878763953093236	putamen-Malat1ASO
4	2502_putamen	Malat1 ASO	malat1aso	COP/NFOL	glia	47	549418	15268	COP/NFOL	27789.40624442592	549418	-0.6342832617711164	#FF00FF	7	7	0.3917025919075924	putamen-Malat1ASO
4	2502_putamen	Malat1 ASO	malat1aso	OPC	glia	394	2921430	57145	OPC	19560.62613172316	2921430	-0.6451447630151803	#FF00FF	6	8	0.3571677550272793	putamen-Malat1ASO
4	2502_putamen	Malat1 ASO	malat1aso	astrocyte	glia	1999	14187413	531863	astrocyte	37488.37085379836	14187413	-0.607419326197706	#FF00FF	9	5	0.4272586646643691	putamen-Malat1ASO
4	2502_putamen	Malat1 ASO	malat1aso	endothelial stalk	other	101	483814	38410	endothelial stalk	79390.01351759148	483814	-0.18217249612990627	#FF00FF	13	1	0.7305828565628125	putamen-Malat1ASO
4	2502_putamen	Malat1 ASO	malat1aso	fast-spiking IN	neuron	1538	53196785	913724	fast-spiking IN	17176.301161808933	53196785	-0.7840971261599552	#FF00FF	2	12	0.2808035036650716	putamen-Malat1ASO
4	2502_putamen	Malat1 ASO	malat1aso	microglia	glia	253	1018713	5678	microglia	5573.699363805114	1018713	-0.8051201838981696	#FF00FF	5	9	0.1902685316052912	putamen-Malat1ASO
4	2502_putamen	Malat1 ASO	malat1aso	oligodendrocyte	glia	3268	17101662	635577	oligodendrocyte	37164.63347246601	17101662	-0.5815032031397849	#FF00FF	8	6	0.41945783915277834	putamen-Malat1ASO
5	2503_putamen	Malat1 ASO	malat1aso	COP/NFOL	glia	44	511249	46268	COP/NFOL	90499.93251820542	511249	0.19100566019221416	#FF00FF	7	7	0.8940768913410403	putamen-Malat1ASO
5	2503_putamen	Malat1 ASO	malat1aso	OPC	glia	371	2458773	155806	OPC	63367.378769817304	2458773	0.1495667909117922	#FF00FF	6	8	0.7906988126047555	putamen-Malat1ASO
5	2503_putamen	Malat1 ASO	malat1aso	SPN	neuron	1972	51099579	7187611	SPN	140658.9083640004	51099579	-0.1216505450002865	#FF00FF	1	13	0.6286267708026457	putamen-Malat1ASO
5	2503_putamen	Malat1 ASO	malat1aso	astrocyte	glia	1294	9053130	1038781	astrocyte	114742.74643134474	9053130	0.2015935524010369	#FF00FF	9	5	0.9594905633845272	putamen-Malat1ASO
5	2503_putamen	Malat1 ASO	malat1aso	endothelial stalk	other	104	634406	52787	endothelial stalk	83206.96840824331	634406	-0.14285255458694565	#FF00FF	13	1	0.7598815689088778	putamen-Malat1ASO
5	2503_putamen	Malat1 ASO	malat1aso	fast-spiking IN	neuron	231	6281727	516009	fast-spiking IN	82144.44849322487	6281727	0.03254026187702202	#FF00FF	2	12	0.6354240285596932	putamen-Malat1ASO
5	2503_putamen	Malat1 ASO	malat1aso	microglia	glia	494	1705409	51485	microglia	30189.239062301185	1705409	0.05554192515668629	#FF00FF	5	9	0.4499329211990226	putamen-Malat1ASO
5	2503_putamen	Malat1 ASO	malat1aso	oligodendrocyte	glia	3137	16658479	1670841	oligodendrocyte	100299.7332469549	16658479	0.1294371333133804	#FF00FF	8	6	0.853976225744297	putamen-Malat1ASO
6	2504_putamen	Malat1 ASO	malat1aso	COP/NFOL	glia	25	263102	26371	COP/NFOL	100231.08908332128	263102	0.31907053523439394	#FF00FF	7	7	1.0162317014317104	putamen-Malat1ASO
6	2504_putamen	Malat1 ASO	malat1aso	OPC	glia	414	2567079	180045	OPC	70136.13527281396	2567079	0.27236085061052684	#FF00FF	6	8	0.8940048382513708	putamen-Malat1ASO
6	2504_putamen	Malat1 ASO	malat1aso	SPN	neuron	3574	80295772	10401775	SPN	129543.24668551664	80295772	-0.19106268171324456	#FF00FF	1	13	0.5864723803874544	putamen-Malat1ASO
6	2504_putamen	Malat1 ASO	malat1aso	astrocyte	glia	1405	7189322	780750	astrocyte	108598.55769431387	7189322	0.13725120571013844	#FF00FF	9	5	0.8996988837926344	putamen-Malat1ASO
6	2504_putamen	Malat1 ASO	malat1aso	endothelial stalk	other	87	424260	48947	endothelial stalk	115370.29180219676	424260	0.1884743884625741	#FF00FF	13	1	1.0583745150966977	putamen-Malat1ASO
6	2504_putamen	Malat1 ASO	malat1aso	fast-spiking IN	neuron	369	7100424	665599	fast-spiking IN	93740.73998961187	7100424	0.1783034641154466	#FF00FF	2	12	0.7351361644346277	putamen-Malat1ASO
6	2504_putamen	Malat1 ASO	malat1aso	microglia	glia	320	934628	29282	microglia	31330.11208737594	934628	0.09543161256356536	#FF00FF	5	9	0.4682433760576722	putamen-Malat1ASO
6	2504_putamen	Malat1 ASO	malat1aso	oligodendrocyte	glia	2272	10555142	1203277	oligodendrocyte	113999.1295237904	10555142	0.2837008223397232	#FF00FF	8	6	0.9964181947613948	putamen-Malat1ASO
